# LTspice XVII Transient Analysis — Config 1 (Gain=10)
# f_input=1 kHz  Vin_amp=100 mV  Supply=±15 V
# NOTE: Simulation-derived data, not physical measurement.
Time_s,Vin_V,Vout_V
0.001737,-0.099667,-9.965121
0.001738,-0.099716,-9.969146
0.001739,-0.099761,-9.974836
0.00174,-0.099803,-9.982027
0.001741,-0.09984,-9.982668
0.001742,-0.099874,-9.985649
0.001743,-0.099903,-9.987212
0.001744,-0.099929,-9.994647
0.001745,-0.099951,-9.995519
0.001746,-0.099968,-9.995347
0.001747,-0.099982,-9.998109
0.001748,-0.099992,-10.001445
0.001749,-0.099998,-9.998973
0.00175,-0.1,-9.998843
0.001751,-0.099998,-9.999627
0.001752,-0.099992,-9.998771
0.001753,-0.099982,-9.998741
0.001754,-0.099968,-9.993885
0.001755,-0.099951,-9.996867
0.001756,-0.099929,-9.994069
0.001757,-0.099903,-9.990307
0.001758,-0.099874,-9.985612
0.001759,-0.09984,-9.98701
0.00176,-0.099803,-9.982888
0.001761,-0.099761,-9.980201
0.001762,-0.099716,-9.971524
0.001763,-0.099667,-9.968896
0.001764,-0.099613,-9.962105
0.001765,-0.099556,-9.954297
0.001766,-0.099495,-9.950793
0.001767,-0.09943,-9.942545
0.001768,-0.099361,-9.936712
0.001769,-0.099288,-9.927482
0.00177,-0.099211,-9.920197
0.001771,-0.099131,-9.91446
0.001772,-0.099046,-9.904952
0.001773,-0.098958,-9.893674
0.001774,-0.098865,-9.885731
0.001775,-0.098769,-9.879677
0.001776,-0.098669,-9.865548
0.001777,-0.098564,-9.858615
0.001778,-0.098456,-9.842818
0.001779,-0.098345,-9.832404
0.00178,-0.098229,-9.822293
0.001781,-0.098109,-9.810591
0.001782,-0.097986,-9.798969
0.001783,-0.097858,-9.784452
0.001784,-0.097727,-9.773423
0.001785,-0.097592,-9.758696
0.001786,-0.097453,-9.743525
0.001787,-0.09731,-9.732109
0.001788,-0.097163,-9.71755
0.001789,-0.097013,-9.703655
0.00179,-0.096858,-9.687961
0.001791,-0.0967,-9.673672
0.001792,-0.096538,-9.652357
0.001793,-0.096372,-9.633619
0.001794,-0.096203,-9.617426
0.001795,-0.096029,-9.606189
0.001796,-0.095852,-9.583768
0.001797,-0.095671,-9.564276
0.001798,-0.095486,-9.549559
0.001799,-0.095298,-9.529591
0.0018,-0.095106,-9.514581
0.001801,-0.09491,-9.490428
0.001802,-0.09471,-9.47311
0.001803,-0.094506,-9.450231
0.001804,-0.094299,-9.433028
0.001805,-0.094088,-9.407722
0.001806,-0.093873,-9.38529
0.001807,-0.093655,-9.367065
0.001808,-0.093433,-9.345563
0.001809,-0.093207,-9.325023
0.00181,-0.092978,-9.298298
0.001811,-0.092745,-9.275615
0.001812,-0.092508,-9.253874
0.001813,-0.092267,-9.225821
0.001814,-0.092023,-9.203218
0.001815,-0.091775,-9.179698
0.001816,-0.091524,-9.153521
0.001817,-0.091269,-9.124773
0.001818,-0.091011,-9.099854
0.001819,-0.090748,-9.075104
0.00182,-0.090483,-9.047032
0.001821,-0.090213,-9.023661
0.001822,-0.089941,-8.993988
0.001823,-0.089664,-8.966116
0.001824,-0.089384,-8.939354
0.001825,-0.089101,-8.909194
0.001826,-0.088814,-8.882925
0.001827,-0.088523,-8.851293
0.001828,-0.088229,-8.821809
0.001829,-0.087932,-8.798997
0.00183,-0.087631,-8.760686
0.001831,-0.087326,-8.73872
0.001832,-0.087018,-8.70307
0.001833,-0.086707,-8.668656
0.001834,-0.086392,-8.639869
0.001835,-0.086074,-8.610353
0.001836,-0.085753,-8.577454
0.001837,-0.085428,-8.540721
0.001838,-0.085099,-8.513788
0.001839,-0.084768,-8.474521
0.00184,-0.084433,-8.443389
0.001841,-0.084094,-8.411831
0.001842,-0.083753,-8.376447
0.001843,-0.083408,-8.342819
0.001844,-0.08306,-8.304227
0.001845,-0.082708,-8.269341
0.001846,-0.082353,-8.238764
0.001847,-0.081995,-8.200328
0.001848,-0.081634,-8.165119
0.001849,-0.081269,-8.124355
0.00185,-0.080902,-8.09287
0.001851,-0.080531,-8.04987
0.001852,-0.080157,-8.015736
0.001853,-0.079779,-7.980268
0.001854,-0.079399,-7.941259
0.001855,-0.079016,-7.903153
0.001856,-0.078629,-7.865434
0.001857,-0.078239,-7.823718
0.001858,-0.077846,-7.787079
0.001859,-0.07745,-7.749391
0.00186,-0.077051,-7.705892
0.001861,-0.076649,-7.668536
0.001862,-0.076244,-7.625929
0.001863,-0.075836,-7.585437
0.001864,-0.075425,-7.544256
0.001865,-0.075011,-7.497109
0.001866,-0.074594,-7.459299
0.001867,-0.074174,-7.416927
0.001868,-0.073751,-7.378684
0.001869,-0.073326,-7.333861
0.00187,-0.072897,-7.289256
0.001871,-0.072465,-7.24858
0.001872,-0.072031,-7.201274
0.001873,-0.071594,-7.16177
0.001874,-0.071154,-7.11593
0.001875,-0.070711,-7.07224
0.001876,-0.070265,-7.026171
0.001877,-0.069817,-6.982935
0.001878,-0.069365,-6.937075
0.001879,-0.068911,-6.89161
0.00188,-0.068455,-6.84694
0.001881,-0.067995,-6.798564
0.001882,-0.067533,-6.752851
0.001883,-0.067069,-6.707033
0.001884,-0.066601,-6.66098
0.001885,-0.066131,-6.611526
0.001886,-0.065659,-6.566329
0.001887,-0.065183,-6.518951
0.001888,-0.064706,-6.47035
0.001889,-0.064225,-6.419133
0.00189,-0.063742,-6.376921
0.001891,-0.063257,-6.324162
0.001892,-0.062769,-6.2807
0.001893,-0.062279,-6.227443
0.001894,-0.061786,-6.175446
0.001895,-0.061291,-6.128093
0.001896,-0.060793,-6.078962
0.001897,-0.060293,-6.030416
0.001898,-0.05979,-5.978988
0.001899,-0.059286,-5.929072
0.0019,-0.058779,-5.879424
0.001901,-0.058269,-5.827485
0.001902,-0.057757,-5.77533
0.001903,-0.057243,-5.725856
0.001904,-0.056727,-5.674302
0.001905,-0.056208,-5.623554
0.001906,-0.055688,-5.567975
0.001907,-0.055165,-5.515368
0.001908,-0.054639,-5.46348
0.001909,-0.054112,-5.409282
0.00191,-0.053583,-5.358092
0.001911,-0.053051,-5.304328
0.001912,-0.052517,-5.251139
0.001913,-0.051982,-5.198357
0.001914,-0.051444,-5.145457
0.001915,-0.050904,-5.085986
0.001916,-0.050362,-5.037136
0.001917,-0.049819,-4.983183
0.001918,-0.049273,-4.926405
0.001919,-0.048725,-4.871998
0.00192,-0.048175,-4.820346
0.001921,-0.047624,-4.760137
0.001922,-0.04707,-4.707228
0.001923,-0.046515,-4.653733
0.001924,-0.045958,-4.593421
0.001925,-0.045399,-4.538654
0.001926,-0.044838,-4.486361
0.001927,-0.044276,-4.424028
0.001928,-0.043712,-4.36984
0.001929,-0.043146,-4.314581
0.00193,-0.042578,-4.254612
0.001931,-0.042009,-4.200539
0.001932,-0.041438,-4.143812
0.001933,-0.040865,-4.087811
0.001934,-0.040291,-4.027901
0.001935,-0.039715,-3.970526
0.001936,-0.039137,-3.913707
0.001937,-0.038558,-3.85742
0.001938,-0.037978,-3.797531
0.001939,-0.037396,-3.739732
0.00194,-0.036812,-3.683912
0.001941,-0.036228,-3.625697
0.001942,-0.035641,-3.562988
0.001943,-0.035053,-3.510547
0.001944,-0.034464,-3.446018
0.001945,-0.033874,-3.388335
0.001946,-0.033282,-3.325579
0.001947,-0.032689,-3.269867
0.001948,-0.032094,-3.208117
0.001949,-0.031499,-3.150659
0.00195,-0.030902,-3.089942
0.001951,-0.030304,-3.028879
0.001952,-0.029704,-2.971341
0.001953,-0.029104,-2.908369
0.001954,-0.028502,-2.85218
0.001955,-0.027899,-2.789322
0.001956,-0.027295,-2.727674
0.001957,-0.02669,-2.6677
0.001958,-0.026084,-2.604582
0.001959,-0.025477,-2.549234
0.00196,-0.024869,-2.489657
0.001961,-0.02426,-2.427981
0.001962,-0.02365,-2.363669
0.001963,-0.023039,-2.302898
0.001964,-0.022427,-2.242503
0.001965,-0.021814,-2.183678
0.001966,-0.021201,-2.118537
0.001967,-0.020586,-2.061075
0.001968,-0.019971,-1.994782
0.001969,-0.019355,-1.92978
0.00197,-0.018738,-1.87308
0.001971,-0.018121,-1.810891
0.001972,-0.017502,-1.751216
0.001973,-0.016883,-1.691955
0.001974,-0.016264,-1.627577
0.001975,-0.015643,-1.56653
0.001976,-0.015023,-1.50515
0.001977,-0.014401,-1.436663
0.001978,-0.013779,-1.377357
0.001979,-0.013156,-1.314884
0.00198,-0.012533,-1.25395
0.001981,-0.01191,-1.191317
0.001982,-0.011286,-1.126635
0.001983,-0.010661,-1.066176
0.001984,-0.010036,-1.002556
0.001985,-0.009411,-0.941475
0.001986,-0.008785,-0.879196
0.001987,-0.008159,-0.81872
0.001988,-0.007533,-0.757224
0.001989,-0.006906,-0.691123
0.00199,-0.006279,-0.627792
0.001991,-0.005652,-0.567758
0.001992,-0.005024,-0.502512
0.001993,-0.004397,-0.439574
0.001994,-0.003769,-0.381214
0.001995,-0.003141,-0.315938
0.001996,-0.002513,-0.250486
0.001997,-0.001885,-0.18771
0.001998,-0.001257,-0.127968
0.001999,-0.000628,-0.062515
0.002,-0.0,0.002045
0.002001,0.000628,0.064386
0.002002,0.001257,0.12547
0.002003,0.001885,0.187548
0.002004,0.002513,0.250042
0.002005,0.003141,0.315043
0.002006,0.003769,0.377292
0.002007,0.004397,0.44094
0.002008,0.005024,0.502707
0.002009,0.005652,0.566823
0.00201,0.006279,0.628094
0.002011,0.006906,0.69217
0.002012,0.007533,0.75501
0.002013,0.008159,0.814297
0.002014,0.008785,0.874896
0.002015,0.009411,0.94417
0.002016,0.010036,1.00413
0.002017,0.010661,1.062683
0.002018,0.011286,1.127136
0.002019,0.01191,1.192515
0.00202,0.012533,1.252773
0.002021,0.013156,1.314619
0.002022,0.013779,1.380705
0.002023,0.014401,1.438013
0.002024,0.015023,1.50066
0.002025,0.015643,1.564767
0.002026,0.016264,1.627153
0.002027,0.016883,1.689327
0.002028,0.017502,1.752053
0.002029,0.018121,1.812455
0.00203,0.018738,1.874792
0.002031,0.019355,1.934976
0.002032,0.019971,1.997225
0.002033,0.020586,2.058841
0.002034,0.021201,2.120501
0.002035,0.021814,2.182977
0.002036,0.022427,2.243818
0.002037,0.023039,2.303983
0.002038,0.02365,2.363372
0.002039,0.02426,2.426128
0.00204,0.024869,2.486843
0.002041,0.025477,2.548094
0.002042,0.026084,2.612828
0.002043,0.02669,2.667972
0.002044,0.027295,2.730364
0.002045,0.027899,2.792048
0.002046,0.028502,2.850389
0.002047,0.029104,2.915037
0.002048,0.029704,2.96966
0.002049,0.030304,3.031001
0.00205,0.030902,3.088572
0.002051,0.031499,3.149162
0.002052,0.032094,3.209934
0.002053,0.032689,3.270573
0.002054,0.033282,3.328834
0.002055,0.033874,3.389897
0.002056,0.034464,3.446239
0.002057,0.035053,3.504679
0.002058,0.035641,3.569527
0.002059,0.036228,3.623542
0.00206,0.036812,3.679807
0.002061,0.037396,3.738204
0.002062,0.037978,3.795906
0.002063,0.038558,3.857713
0.002064,0.039137,3.913008
0.002065,0.039715,3.971734
0.002066,0.040291,4.028937
0.002067,0.040865,4.087954
0.002068,0.041438,4.142062
0.002069,0.042009,4.198706
0.00207,0.042578,4.258242
0.002071,0.043146,4.315762
0.002072,0.043712,4.371823
0.002073,0.044276,4.425963
0.002074,0.044838,4.485187
0.002075,0.045399,4.538417
0.002076,0.045958,4.594756
0.002077,0.046515,4.649623
0.002078,0.04707,4.709642
0.002079,0.047624,4.763649
0.00208,0.048175,4.818747
0.002081,0.048725,4.874996
0.002082,0.049273,4.932899
0.002083,0.049819,4.978433
0.002084,0.050362,5.034755
0.002085,0.050904,5.089182
0.002086,0.051444,5.142694
0.002087,0.051982,5.196018
0.002088,0.052517,5.251147
0.002089,0.053051,5.302679
0.00209,0.053583,5.358938
0.002091,0.054112,5.411316
0.002092,0.054639,5.464906
0.002093,0.055165,5.517474
0.002094,0.055688,5.569962
0.002095,0.056208,5.620087
0.002096,0.056727,5.676932
0.002097,0.057243,5.72479
0.002098,0.057757,5.772002
0.002099,0.058269,5.8249
0.0021,0.058779,5.874372
0.002101,0.059286,5.928603
0.002102,0.05979,5.978806
0.002103,0.060293,6.028359
0.002104,0.060793,6.083325
0.002105,0.061291,6.130169
0.002106,0.061786,6.180048
0.002107,0.062279,6.226016
0.002108,0.062769,6.274915
0.002109,0.063257,6.325775
0.00211,0.063742,6.374586
0.002111,0.064225,6.418814
0.002112,0.064706,6.470199
0.002113,0.065183,6.518365
0.002114,0.065659,6.565427
0.002115,0.066131,6.611492
0.002116,0.066601,6.65904
0.002117,0.067069,6.706502
0.002118,0.067533,6.75351
0.002119,0.067995,6.800743
0.00212,0.068455,6.847633
0.002121,0.068911,6.890549
0.002122,0.069365,6.935621
0.002123,0.069817,6.98253
0.002124,0.070265,7.027721
0.002125,0.070711,7.070199
0.002126,0.071154,7.116938
0.002127,0.071594,7.161324
0.002128,0.072031,7.205674
0.002129,0.072465,7.250088
0.00213,0.072897,7.287953
0.002131,0.073326,7.332581
0.002132,0.073751,7.375154
0.002133,0.074174,7.417222
0.002134,0.074594,7.458113
0.002135,0.075011,7.49814
0.002136,0.075425,7.542699
0.002137,0.075836,7.582082
0.002138,0.076244,7.624597
0.002139,0.076649,7.663342
0.00214,0.077051,7.702933
0.002141,0.07745,7.745499
0.002142,0.077846,7.784925
0.002143,0.078239,7.825067
0.002144,0.078629,7.867256
0.002145,0.079016,7.902105
0.002146,0.079399,7.940874
0.002147,0.079779,7.975789
0.002148,0.080157,8.013096
0.002149,0.080531,8.056245
0.00215,0.080902,8.088323
0.002151,0.081269,8.124854
0.002152,0.081634,8.163314
0.002153,0.081995,8.199341
0.002154,0.082353,8.233521
0.002155,0.082708,8.270196
0.002156,0.08306,8.308418
0.002157,0.083408,8.339172
0.002158,0.083753,8.372493
0.002159,0.084094,8.411331
0.00216,0.084433,8.444264
0.002161,0.084768,8.475538
0.002162,0.085099,8.50678
0.002163,0.085428,8.541285
0.002164,0.085753,8.575157
0.002165,0.086074,8.609752
0.002166,0.086392,8.637161
0.002167,0.086707,8.670538
0.002168,0.087018,8.703188
0.002169,0.087326,8.727862
0.00217,0.087631,8.765134
0.002171,0.087932,8.790798
0.002172,0.088229,8.823576
0.002173,0.088523,8.852806
0.002174,0.088814,8.883534
0.002175,0.089101,8.911167
0.002176,0.089384,8.93366
0.002177,0.089664,8.964841
0.002178,0.089941,8.994329
0.002179,0.090213,9.02095
0.00218,0.090483,9.049226
0.002181,0.090748,9.076423
0.002182,0.091011,9.102277
0.002183,0.091269,9.126487
0.002184,0.091524,9.148719
0.002185,0.091775,9.176635
0.002186,0.092023,9.203151
0.002187,0.092267,9.224547
0.002188,0.092508,9.252035
0.002189,0.092745,9.276268
0.00219,0.092978,9.298019
0.002191,0.093207,9.314584
0.002192,0.093433,9.340733
0.002193,0.093655,9.369271
0.002194,0.093873,9.386246
0.002195,0.094088,9.404839
0.002196,0.094299,9.432376
0.002197,0.094506,9.450657
0.002198,0.09471,9.473193
0.002199,0.09491,9.491515
0.0022,0.095106,9.511482
0.002201,0.095298,9.530519
0.002202,0.095486,9.55004
0.002203,0.095671,9.571675
0.002204,0.095852,9.58716
0.002205,0.096029,9.599776
0.002206,0.096203,9.62117
0.002207,0.096372,9.63952
0.002208,0.096538,9.656222
0.002209,0.0967,9.669162
0.00221,0.096858,9.688162
0.002211,0.097013,9.703121
0.002212,0.097163,9.721462
0.002213,0.09731,9.729485
0.002214,0.097453,9.744254
0.002215,0.097592,9.758555
0.002216,0.097727,9.771701
0.002217,0.097858,9.784029
0.002218,0.097986,9.793025
0.002219,0.098109,9.810036
0.00222,0.098229,9.823611
0.002221,0.098345,9.833466
0.002222,0.098456,9.849514
0.002223,0.098564,9.856473
0.002224,0.098669,9.869442
0.002225,0.098769,9.877406
0.002226,0.098865,9.88817
0.002227,0.098958,9.89632
0.002228,0.099046,9.907352
0.002229,0.099131,9.913188
0.00223,0.099211,9.922139
0.002231,0.099288,9.929559
0.002232,0.099361,9.935537
0.002233,0.09943,9.943818
0.002234,0.099495,9.953979
0.002235,0.099556,9.955079
0.002236,0.099613,9.962175
0.002237,0.099667,9.969175
0.002238,0.099716,9.97387
0.002239,0.099761,9.976148
0.00224,0.099803,9.975501
0.002241,0.09984,9.985049
0.002242,0.099874,9.982931
0.002243,0.099903,9.993269
0.002244,0.099929,9.993234
0.002245,0.099951,9.997065
0.002246,0.099968,9.995038
0.002247,0.099982,9.995119
0.002248,0.099992,9.999732
0.002249,0.099998,9.999735
0.00225,0.1,9.999017
0.002251,0.099998,9.999972
0.002252,0.099992,10.004745
0.002253,0.099982,9.999893
0.002254,0.099968,9.998941
0.002255,0.099951,9.996753
0.002256,0.099929,9.995854
0.002257,0.099903,9.989949
0.002258,0.099874,9.98326
0.002259,0.09984,9.983638
0.00226,0.099803,9.981891
0.002261,0.099761,9.974185
0.002262,0.099716,9.971236
0.002263,0.099667,9.965276
0.002264,0.099613,9.96434
0.002265,0.099556,9.957119
0.002266,0.099495,9.950813
0.002267,0.09943,9.944251
0.002268,0.099361,9.936039
0.002269,0.099288,9.929221
0.00227,0.099211,9.918777
0.002271,0.099131,9.908703
0.002272,0.099046,9.904914
0.002273,0.098958,9.896409
0.002274,0.098865,9.888936
0.002275,0.098769,9.880026
0.002276,0.098669,9.869999
0.002277,0.098564,9.85445
0.002278,0.098456,9.844939
0.002279,0.098345,9.835413
0.00228,0.098229,9.827936
0.002281,0.098109,9.813865
0.002282,0.097986,9.800789
0.002283,0.097858,9.785033
0.002284,0.097727,9.770915
0.002285,0.097592,9.760745
0.002286,0.097453,9.743067
0.002287,0.09731,9.730508
0.002288,0.097163,9.716088
0.002289,0.097013,9.704452
0.00229,0.096858,9.685122
0.002291,0.0967,9.665136
0.002292,0.096538,9.654825
0.002293,0.096372,9.635839
0.002294,0.096203,9.620362
0.002295,0.096029,9.602763
0.002296,0.095852,9.58467
0.002297,0.095671,9.568701
0.002298,0.095486,9.54558
0.002299,0.095298,9.528759
0.0023,0.095106,9.511933
0.002301,0.09491,9.489733
0.002302,0.09471,9.467765
0.002303,0.094506,9.451968
0.002304,0.094299,9.432152
0.002305,0.094088,9.408718
0.002306,0.093873,9.383417
0.002307,0.093655,9.366911
0.002308,0.093433,9.33997
0.002309,0.093207,9.321329
0.00231,0.092978,9.29599
0.002311,0.092745,9.272132
0.002312,0.092508,9.249888
0.002313,0.092267,9.226361
0.002314,0.092023,9.20103
0.002315,0.091775,9.178724
0.002316,0.091524,9.15152
0.002317,0.091269,9.128876
0.002318,0.091011,9.101622
0.002319,0.090748,9.073449
0.00232,0.090483,9.046539
0.002321,0.090213,9.018045
0.002322,0.089941,8.994634
0.002323,0.089664,8.965701
0.002324,0.089384,8.93367
0.002325,0.089101,8.908994
0.002326,0.088814,8.879562
0.002327,0.088523,8.855464
0.002328,0.088229,8.819507
0.002329,0.087932,8.79028
0.00233,0.087631,8.765287
0.002331,0.087326,8.735338
0.002332,0.087018,8.700348
0.002333,0.086707,8.669443
0.002334,0.086392,8.640467
0.002335,0.086074,8.602766
0.002336,0.085753,8.571544
0.002337,0.085428,8.542213
0.002338,0.085099,8.513045
0.002339,0.084768,8.475908
0.00234,0.084433,8.443481
0.002341,0.084094,8.411713
0.002342,0.083753,8.379494
0.002343,0.083408,8.339631
0.002344,0.08306,8.305925
0.002345,0.082708,8.27445
0.002346,0.082353,8.232282
0.002347,0.081995,8.201576
0.002348,0.081634,8.161356
0.002349,0.081269,8.127147
0.00235,0.080902,8.089685
0.002351,0.080531,8.051163
0.002352,0.080157,8.013704
0.002353,0.079779,7.978497
0.002354,0.079399,7.941895
0.002355,0.079016,7.901291
0.002356,0.078629,7.863025
0.002357,0.078239,7.82505
0.002358,0.077846,7.78268
0.002359,0.07745,7.74651
0.00236,0.077051,7.706771
0.002361,0.076649,7.670137
0.002362,0.076244,7.623673
0.002363,0.075836,7.582703
0.002364,0.075425,7.544052
0.002365,0.075011,7.502749
0.002366,0.074594,7.458341
0.002367,0.074174,7.416611
0.002368,0.073751,7.376213
0.002369,0.073326,7.330898
0.00237,0.072897,7.288865
0.002371,0.072465,7.24671
0.002372,0.072031,7.205082
0.002373,0.071594,7.158156
0.002374,0.071154,7.111672
0.002375,0.070711,7.067235
0.002376,0.070265,7.023981
0.002377,0.069817,6.979028
0.002378,0.069365,6.936224
0.002379,0.068911,6.88876
0.00238,0.068455,6.844066
0.002381,0.067995,6.797986
0.002382,0.067533,6.752447
0.002383,0.067069,6.709501
0.002384,0.066601,6.661443
0.002385,0.066131,6.613151
0.002386,0.065659,6.564936
0.002387,0.065183,6.517471
0.002388,0.064706,6.471215
0.002389,0.064225,6.423695
0.00239,0.063742,6.372425
0.002391,0.063257,6.325775
0.002392,0.062769,6.27285
0.002393,0.062279,6.228301
0.002394,0.061786,6.18012
0.002395,0.061291,6.12851
0.002396,0.060793,6.082936
0.002397,0.060293,6.027533
0.002398,0.05979,5.979485
0.002399,0.059286,5.928497
0.0024,0.058779,5.877652
0.002401,0.058269,5.826676
0.002402,0.057757,5.775941
0.002403,0.057243,5.726017
0.002404,0.056727,5.675445
0.002405,0.056208,5.620829
0.002406,0.055688,5.570387
0.002407,0.055165,5.515055
0.002408,0.054639,5.465475
0.002409,0.054112,5.409689
0.00241,0.053583,5.360449
0.002411,0.053051,5.309533
0.002412,0.052517,5.251502
0.002413,0.051982,5.193788
0.002414,0.051444,5.143299
0.002415,0.050904,5.092878
0.002416,0.050362,5.037338
0.002417,0.049819,4.982349
0.002418,0.049273,4.929291
0.002419,0.048725,4.87347
0.00242,0.048175,4.819972
0.002421,0.047624,4.764221
0.002422,0.04707,4.710083
0.002423,0.046515,4.652228
0.002424,0.045958,4.597609
0.002425,0.045399,4.539291
0.002426,0.044838,4.482629
0.002427,0.044276,4.430996
0.002428,0.043712,4.37159
0.002429,0.043146,4.31617
0.00243,0.042578,4.25804
0.002431,0.042009,4.199684
0.002432,0.041438,4.143778
0.002433,0.040865,4.089363
0.002434,0.040291,4.030175
0.002435,0.039715,3.968056
0.002436,0.039137,3.913306
0.002437,0.038558,3.859405
0.002438,0.037978,3.797363
0.002439,0.037396,3.735991
0.00244,0.036812,3.685032
0.002441,0.036228,3.624118
0.002442,0.035641,3.563979
0.002443,0.035053,3.5046
0.002444,0.034464,3.448594
0.002445,0.033874,3.386295
0.002446,0.033282,3.330492
0.002447,0.032689,3.269965
0.002448,0.032094,3.209925
0.002449,0.031499,3.150156
0.00245,0.030902,3.08982
0.002451,0.030304,3.032444
0.002452,0.029704,2.968685
0.002453,0.029104,2.907118
0.002454,0.028502,2.851422
0.002455,0.027899,2.791174
0.002456,0.027295,2.73048
0.002457,0.02669,2.669835
0.002458,0.026084,2.607774
0.002459,0.025477,2.549282
0.00246,0.024869,2.486808
0.002461,0.02426,2.425018
0.002462,0.02365,2.364366
0.002463,0.023039,2.307936
0.002464,0.022427,2.239238
0.002465,0.021814,2.182432
0.002466,0.021201,2.116713
0.002467,0.020586,2.05841
0.002468,0.019971,1.996233
0.002469,0.019355,1.931325
0.00247,0.018738,1.874591
0.002471,0.018121,1.811298
0.002472,0.017502,1.746032
0.002473,0.016883,1.690014
0.002474,0.016264,1.629242
0.002475,0.015643,1.567325
0.002476,0.015023,1.502974
0.002477,0.014401,1.4402
0.002478,0.013779,1.380559
0.002479,0.013156,1.319008
0.00248,0.012533,1.255599
0.002481,0.01191,1.189089
0.002482,0.011286,1.128967
0.002483,0.010661,1.066991
0.002484,0.010036,0.999998
0.002485,0.009411,0.942022
0.002486,0.008785,0.883058
0.002487,0.008159,0.817186
0.002488,0.007533,0.756215
0.002489,0.006906,0.690966
0.00249,0.006279,0.627759
0.002491,0.005652,0.565948
0.002492,0.005024,0.500812
0.002493,0.004397,0.437754
0.002494,0.003769,0.379434
0.002495,0.003141,0.316852
0.002496,0.002513,0.249319
0.002497,0.001885,0.19042
0.002498,0.001257,0.125486
0.002499,0.000628,0.063511
0.0025,0.0,0.00092
0.002501,-0.000628,-0.060843
0.002502,-0.001257,-0.125495
0.002503,-0.001885,-0.185664
0.002504,-0.002513,-0.250682
0.002505,-0.003141,-0.312859
0.002506,-0.003769,-0.378568
0.002507,-0.004397,-0.435364
0.002508,-0.005024,-0.501504
0.002509,-0.005652,-0.563759
0.00251,-0.006279,-0.631122
0.002511,-0.006906,-0.692246
0.002512,-0.007533,-0.750792
0.002513,-0.008159,-0.815332
0.002514,-0.008785,-0.88234
0.002515,-0.009411,-0.939007
0.002516,-0.010036,-1.004705
0.002517,-0.010661,-1.063289
0.002518,-0.011286,-1.12874
0.002519,-0.01191,-1.190562
0.00252,-0.012533,-1.250974
0.002521,-0.013156,-1.317439
0.002522,-0.013779,-1.379889
0.002523,-0.014401,-1.440501
0.002524,-0.015023,-1.500602
0.002525,-0.015643,-1.567006
0.002526,-0.016264,-1.629708
0.002527,-0.016883,-1.686687
0.002528,-0.017502,-1.751437
0.002529,-0.018121,-1.812842
0.00253,-0.018738,-1.877527
0.002531,-0.019355,-1.936853
0.002532,-0.019971,-1.997115
0.002533,-0.020586,-2.056765
0.002534,-0.021201,-2.121614
0.002535,-0.021814,-2.178118
0.002536,-0.022427,-2.244077
0.002537,-0.023039,-2.30526
0.002538,-0.02365,-2.361915
0.002539,-0.02426,-2.425569
0.00254,-0.024869,-2.488003
0.002541,-0.025477,-2.548018
0.002542,-0.026084,-2.605709
0.002543,-0.02669,-2.666087
0.002544,-0.027295,-2.731153
0.002545,-0.027899,-2.789996
0.002546,-0.028502,-2.850012
0.002547,-0.029104,-2.912334
0.002548,-0.029704,-2.970527
0.002549,-0.030304,-3.030342
0.00255,-0.030902,-3.08789
0.002551,-0.031499,-3.14745
0.002552,-0.032094,-3.210095
0.002553,-0.032689,-3.269308
0.002554,-0.033282,-3.326867
0.002555,-0.033874,-3.38855
0.002556,-0.034464,-3.445252
0.002557,-0.035053,-3.505519
0.002558,-0.035641,-3.566058
0.002559,-0.036228,-3.624667
0.00256,-0.036812,-3.678351
0.002561,-0.037396,-3.739905
0.002562,-0.037978,-3.79451
0.002563,-0.038558,-3.856867
0.002564,-0.039137,-3.913154
0.002565,-0.039715,-3.966694
0.002566,-0.040291,-4.031179
0.002567,-0.040865,-4.090286
0.002568,-0.041438,-4.141183
0.002569,-0.042009,-4.202511
0.00257,-0.042578,-4.257834
0.002571,-0.043146,-4.315732
0.002572,-0.043712,-4.370621
0.002573,-0.044276,-4.429483
0.002574,-0.044838,-4.484192
0.002575,-0.045399,-4.539005
0.002576,-0.045958,-4.597815
0.002577,-0.046515,-4.652911
0.002578,-0.04707,-4.707734
0.002579,-0.047624,-4.76524
0.00258,-0.048175,-4.818382
0.002581,-0.048725,-4.872264
0.002582,-0.049273,-4.928073
0.002583,-0.049819,-4.982394
0.002584,-0.050362,-5.036272
0.002585,-0.050904,-5.091726
0.002586,-0.051444,-5.143013
0.002587,-0.051982,-5.195301
0.002588,-0.052517,-5.252675
0.002589,-0.053051,-5.304141
0.00259,-0.053583,-5.358747
0.002591,-0.054112,-5.410482
0.002592,-0.054639,-5.460812
0.002593,-0.055165,-5.515441
0.002594,-0.055688,-5.572303
0.002595,-0.056208,-5.619926
0.002596,-0.056727,-5.670224
0.002597,-0.057243,-5.724764
0.002598,-0.057757,-5.773736
0.002599,-0.058269,-5.828285
0.0026,-0.058779,-5.880824
0.002601,-0.059286,-5.928286
0.002602,-0.05979,-5.982563
0.002603,-0.060293,-6.029775
0.002604,-0.060793,-6.076729
0.002605,-0.061291,-6.13289
0.002606,-0.061786,-6.181155
0.002607,-0.062279,-6.229942
0.002608,-0.062769,-6.27704
0.002609,-0.063257,-6.326433
0.00261,-0.063742,-6.371442
0.002611,-0.064225,-6.420618
0.002612,-0.064706,-6.469569
